"Национальное_географическое_общество","Nat_Geo_Wild"
"PetroVietnam","Вьетсовпетро"
"ОАО_«Газпром»","Газпром_ВНИИГАЗ"
"Газпром_межрегионгаз","Газпром_газэнергосеть"
"Газпром","Газпром_газэнергосеть"
"Газпром","Газпром_добыча_Надым"
"Газпром","Газпром_добыча_Ноябрьск"
"Газпром","Газпром_добыча_Оренбург"
"Газпром","Газпром_добыча_Уренгой"
"Газпром","Газпром_добыча_шельф"
"Газпром","Газпроминвестхолдинг"
"Газпромбанк","Газпром-Медиа_Холдинг"
"Газпром","Газпром_нефть"
"Газпром_нефть","Газпромнефть-Восток"
"Газпром_нефть","Газпромнефть-Ноябрьскнефтегаз"
"Газпром_нефть","Газпромнефть-Хантос"
"ОАО_«Газпром»","Газпром_трансгаз_Казань"
"Газпром","Газпром_трансгаз_Москва"
"Газпром","Газпром_трансгаз_Самара"
"Газпром","Газпром_трансгаз_Югорск"
"Газпром","Газпром_Экспорт"
"Газпром","Газпром_энерго"
"Газпром","Газпром_энергохолдинг"
"Уральская_горно-металлургическая_компания","Гайский_горно-обогатительный_комбинат"
"ГалоПолимер","ГалоПолимер_Кирово-Чепецк"
"Банк_ВТБ","Галс-Девелопмент"
"Ростелеком","Гипросвязь"
"Тонъиль_групп","Горнолыжная_база_Ёнпхён"
"Казкоммерцбанк","ГРАНТУМ"
"Русские_машины","Группа_ГАЗ"
"Алмаз-Антей","ГЦСО_«Гранит»"
"РАО_ЭС_Востока","Дальневосточная_энергетическая_компания"
"Министерство_связи","Департамент_почтовых_услуг_Брунея"
"Система (компания)","Детский_мир_(сеть_магазинов)"
"Ростех]","Димитровградский_автоагрегатный_завод"
"ДТЭК","Добропольеуголь"
"Алмаз-Антей","Долгопрудненское_научно-производственное_предприятие"
"Ростелеком","Домолинк"
"System_Capital_Management","ДТЭК"
"Евраз","Евраз_Находкинский_морской_торговый_порт"
"Кузбассразрезуголь","Ерунаковский_угольный_разрез"
"Правительство_Сербии","Железнице_Србије"
"Алмаз-Антей","Завод_Искра"
"УАЗ","Заволжский_моторный_завод"
"Heineken","Загорка_(пивоварня)"
"Starbev","Загребская_пивоварня"
"Росатом","ЗиО-Подольск"
"Ростех]","ИжАвто"
"Правительство_Израиля","Израильские_железные_дороги"
"Укроборонпром","Изюмский_приборостроительный_завод"
"Мариупольский_металлургический_комбинат_имени_Ильича","Ильич-Агро"
"Тонъиль_групп","Ильсанъ"
"Тонъиль_групп","Ильсин_Стоун"
"Тонъиль_групп","Ильхва"
"Palfinger","ИНМАН"
"International_Oceanic_Enterprises_Inc","Интернешнл_Сифуд"
"Британские_Виргинские_острова","Интерторг"
"Система (компания)","Интурист"
"Роснефть","Итера"
"Glencore_International","Казцинк"
"Кузбассразрезуголь","Калтанский_угольный_разрез"
"Вертолёты_России","Камов_(ОАО)"
"Camozzi","Камоцци_Пневматика"
"РАО_ЭС_Востока","Камчатскэнерго"
"ArcelorMittal","Карагандинский_металлургический_комбинат"
"Кузбассразрезуголь","Караканский_угольный_разрез"
"X5_Retail_Group","Карусель_(сеть_магазинов)"
"Ростех]","КБ_Точмаш"
"НПО_«Научный_центр»","Квант_(производитель_компьютеров)"
"Ситроникс","Квант_(производитель_компьютеров)"
"Кузбассразрезуголь","Кедровский_угольный_разрез"
"Ростех]","Конструкторское_бюро_приборостроения"
"Ростех","Концерн_«Радиоэлектронные_технологии»"
"X5_Retail_Group","Копейка_(сеть_магазинов)"
"Golden_Telecom","Корбина_Телеком"
"Кузбассразрезуголь","Краснобродский_угольный_разрез"
"Алмаз-Холдинг","Красносельский_Ювелирпром"
"Тактическое_ракетное_вооружение_(компания)","Красный_гидропресс"
"Министерство_чёрной_металлургии_СССР","Кременчугский_сталелитейный_завод"
"Россети","Кубаньэнерго"
"Уральская_горно-металлургическая_компания","Кузбассразрезуголь"
"Объединенная_двигателестроительная_корпорация","Кузнецов_(компания)"
"Роснефть","Куйбышевнефтеоргсинтез"
"Куйбышевазот","Курскхимволокно"
"Пробизнесбанк","Лайф_(финансовая_группа)"
"Согаз","Лидер_(управляющая_компания)"
"Макеевский_металлургический_комбинат","Макеевский_металлургический_завод_имени_С._М._Кирова"
"Азовсталь","Маркохим"
"Публичное_акционерное_общество","Маркохим"
"Тонъиль_групп","Международный_молодёжный_тренинг-центр_Чхонсим"
"Торговый_дом_«Русь»","Межрабпом-Русь"
"Система_(компания)","Мобильные_ТелеСистемы"
"Производственное_объединение","Мозырский_машиностроительный_завод"
"Минский_тракторный_завод","Мозырский_машиностроительный_завод"
"Настюша_(компания)","Московский_комбинат_хлебопродуктов"
"Газпром_энергохолдинг","Мосэнерго"
"Кузбассразрезуголь","Моховский_угольный_разрез"
"Российские_сети","МРСК_Сибири"
"Россети","МРСК_Урала"
"Российские_сети","МРСК_Юга"
"Российская_электроника","Научно-производственное_предприятие_«Алмаз»"
"Российская_электроника","Научно-производственное_предприятие_«Исток»"
"МегаФон","Находка_Телеком"
"Синергия_(компания)","Находкинский_мясокомбинат"
"Московская_биржа","Национальный_расчётный_депозитарий"
"КамАЗ","Нефтекамский_автозавод"
"Газпром_нефть","Нафтна индустрија Србије"
"Российская_электроника","НИИ_газоразрядных_приборов_«Плазма»"
"РТИ_Системы","НИИДАР"
"НПО_«Научный_центр»","НИИМЭ_и_Микрон"
"Система (компания)","НИС_ГЛОНАСС"
"Федеральное_космическое_агентство","НИС_ГЛОНАСС"
"Совкомфлот","Новороссийское_морское_пароходство"
"Росатом","Новосибирский_завод_химконцентратов"
"Юг_Руси","Новошахтинский_завод_нефтепродуктов"
"КИТ_Финанс","Норильск-Телеком"
"Дамате","ОАО_«Молочный_комбинат_«Пензенский»"
"Оборонпром","Оборонительные_системы"
"Ростех]","Оборонпром"
"Министерство_обороны_Российской_Федерации","Оборонсервис"
"Минобороны_России","Оборонсервис"
"Гута_(группа_компаний)","Объединённые_кондитеры"
"Иркут_(компания)","ОКБ_имени_Яковлева"
"Уралвагонзавод","Конструкторское бюро транспортного машиностроения"
"Российская_электроника","Омский_приборостроительный_завод_им._Н._Г._Козицкого"
"Интер_РАО_ЕЭС","Оптовая_генерирующая_компания_№_1"
"Интер_РАО_ЕЭС","Оптовая_генерирующая_компания_№_3"
"Кузбассразрезуголь","Осинниковский_угольный_разрез"
"ДТЭК","Павлоградуголь"
"Tele2","Парма_Мобайл"
"Первый_канал_(Россия)","Первая_Видеокомпания"
"X5_Retail_Group","Перекрёсток_(сеть_магазинов)"
"Heineken","Пивоваренный_завод_имени_Степана_Разина"
"Carlsberg","Пиринско_пиво"
"ОАО_«Российские_железные_дороги»","ПКБ_ЦВ"
"Почта_России","Почта_в_Сахалинской_области"
"Совет Съезда горнопромышленников Юга России","Продамет"
"Millhouse","Продо"
"Совет_Съезда_горнопромышленников_Юга_России","Продуголь"
"Газпром-Медиа_Холдинг","ПрофМедиа"
"ПрофМедиа","ПрофМедиа_ТВ"
"Тонъиль_групп","Пхёнъиль"
"X5_Retail_Group","Пятёрочка_(сеть_магазинов)"
"РТИ_Системы","Радиотехнический_институт_имени_академика_А._Л._Минца"
"Кузбассразрезуголь","Разрез_Талдинский"
"РЖД","Ремпутьмаш_(Абдулино)"
"РЖД","Ремпутьмаш_(Верещагино)"
"Ремпутьмаш","Ремпутьмаш_(Екатеринбург)"
"РЖД","Ремпутьмаш_(Калуга)"
"РЖД","Ремпутьмаш_(Москва)"
"РЖД","Ремпутьмаш_(Оренбург)"
"РЖД","Ремпутьмаш_(Пермь)"
"Ремпутьмаш","Ремпутьмаш_(Ярославль)"
"Лукойл","РИТЭК"
"Росимущество","Роснефтегаз"
"Федеральное_агентство_по_управлению_государственным_имуществом","Роснефть"
"Роснефтегаз","Роснефть"
"Роснефть","Роснефть-Находканефтепродукт"
"Ростех","Российская_электроника"
"Правительство Российской Федерации","Российские_железные_дороги"
"РАТМ","Ростовский_оптико-механический_завод"
"Российские_железные_дороги","РЭКС"
"Royal_Dutch_Shell","Салым_Петролеум_Девелопмент_Н.В."
"Газпром нефть","Салым_Петролеум_Девелопмент_Н.В."
"Роснефть","Самаранефтегаз"
"Роснефть","Самаранефтехимпроект"
"Самрук-Казына","Самрук-Энерго"
"Группа_ГАЗ","Саранский_завод_автосамосвалов"
"Техснабэкспорт","Саратоворгсинтез"
"Кузбассразрезуголь","Сартакинский_угольный_разрез"
"Объединённая_двигателестроительная_корпорация","Сатурн_—_Газовые_турбины"
"Ostchem_Holding","Северодонецкое_объединение_Азот"
"Энергостройинвест-Холдинг","Севзапэлектросетьстрой"
"Газпром","СевКавНИПИгаз"
"Москва","Седьмой_континент"
"Тонъиль_групп","Сеиль_Трэвел"
"Уралкалий","Сильвинит_(компания)"
"МегаФон","Синтерра"
"МегаФон","Синтерра_Медиа"
"Merlion","Ситилинк"
"Наркомпрос_РСФСР","Совкино"
"Тонъиль_групп","Сонвон_Констракшн"
"Транснефть","Спецморнефтепорт_Козьмино"
"Лукойл","Ставролен"
"Европейская_подшипниковая_корпорация","Степногорский_подшипниковый_завод"
"Стройтрансгаз","Стройтрансгаз-М"
"Корпорация_СТС","СУЭНКО"
"Дальневосточная_транспортная_группа","Терминал_Забайкальск"
"Дальневосточная_транспортная_группа","Терминал_Тучково"
"Интер_РАО_ЕЭС","Территориальная_генерирующая_компания_№_11"
"InBev","Тинькофф"
"Сибур","Тольяттикаучук"
"Министерство_энергетики_и_электрификации_СССР","Тольяттинский_Трансформатор"
"Тонъиль_групп","Тонъиль_Индастриз"
"Тонъиль_групп","Тонъиль_Эйр_Системс"
"SABMiller","Топвар"
"РЖД","Трансконтейнер"
"Российские_железные_дороги","ТрансТелеКом"
"Сбербанк_России","Тройка_Диалог"
"Объединённая_авиастроительная_корпорация","Туполев_(конструкторское_бюро)"
"ОАО_«Газпром»","ТюменНИИгипрогаз"
"Роснефть","Удмуртнефть"
"Sinopec","Удмуртнефть"
"BNP_Paribas","УкрСиб_Эссет_Менеджмент"
"Казатомпром","Ульбинский_металлургический_завод"
"Группа_ГАЗ","Ульяновский_моторный_завод"
"Сбербанк_России","Универсальная_электронная_карта"
"СИБУР","Уралоргсинтез"
"Orkla","Фабрика_им._Н._К._Крупской"
"Федеральное_космическое_агентство","ФГУП_«Главкосмос»"
"Philip_Morris_International","Филип_Моррис_Кубань"
"Тонъиль_групп","Фонд_культуры_и_искусства_Юниверсал"
"Ford_Motor_Company","Форд_Мотор_Компани"
"Fortum","Фортум"
"Россети","ФСК_ЕЭС"
"Альянс_(компания)","Хабаровский_нефтеперерабатывающий_завод"
"Ростех","Холдинг_Швабе"
"Центральный телеграф","Центел"
"Ростелеком","Центральный_телеграф"
"Министерство_финансов_Казахстана","Центр_электронной_коммерции"
"Группа_Е4","Центрэнергомонтаж"
"Российская_электроника","Циклон_(институт)"
"Конструкторское_бюро_приборостроения","ЦКИБ_СОО"
"Российская_электроника","ЦНИИ_Электрон"
"Магаданэнерго","Чукотэнерго"
"Уральская_горно-металлургическая_компания","Шадринский_автоагрегатный_завод"
"Heineken","Шихан_(компания)"
"Carlsberg","Шуменско_пиво"
"Интер_РАО_ЕЭС","Электрические_сети_Армении"
"Schneider_Electric","Электрощит_-_Самара"
"НПО_«Научный_центр»","Элион_(компания)"
"НПО_«Научный_центр»","Элма_(компания)"
"PPF","Эльдорадо_(сеть_магазинов)"
"Ренова","Энергопром"
"Роснефть","ЮКОС-Москва"
"РАО_ЭС_Востока","Якутскэнерго"
"Россети","Янтарьэнерго"
"Славнефть","Ярославнефтеоргсинтез"
"Группа_ГАЗ","Ярославский_завод_топливной_аппаратуры"
"Группа_ГАЗ","Ярославский_моторный_завод"
"Оборонсервис","51-й_центральный_конструкторско-технологический_институт_судоремонта"
"Aniplex","A-1_Pictures"
"ABBYY","ABBYY_Language_Services"
"Opera_Software","AdMarvel"
"Freedom_Group","Advanced_Armament_Corporation"
"Finmeccanica_S.p.A.","AgustaWestland"
"Airbus","Airbus_Military"
"EADS","Airbus_Military"
"Sony_Corporation","Aiwa"
"Heineken","Al-Ahram_Beverage_Company"
"FIAT_Group","Alfa_Romeo"
"1986","Alfa_Romeo"
"Richemont","Alfred_Dunhill"
"Renault","Alpine_Renault"
"Alstom","Alstom_Transport"
"NCsoft","ArenaNet"
"AREVA","Areva_NP"
"ZeniMax_Media","Arkane_Studios"
"Вымпел-Коммуникации","Armenia_Telephone_Company"
"Deutsche_Bahn","Arriva"
"Heineken","Athenian_Brewery"
"Amer_Sports","Atomic"
"Nanjing_Automobile","Austin_Motor_Company"
"KDDI","Au_(мобильный_оператор)"
"Northrop_Grumman_Corporation","Avondale_Shipyards"
"Ball_(компания)","Ball_Aerospace_&_Technologies"
"BAW","BAW-RUS_Motor_Corporation"
"Пекин","BAW-RUS_Motor_Corporation"
"Ульяновск","BAW-RUS_Motor_Corporation"
"BBC","BBC_Sport"
"Production_I.G","Bee_Train"
"Volkswagen (концерн)","Bentley_Motors"
"Sony_Computer_Entertainment","BigBig_Studios"
"Activision_Blizzard","Blizzard_Entertainment"
"BMW","BMW_i"
"BMW","BMW_M"
"Bombardier","Bombardier_Aerospace"
"Nintendo","Brownie_Brown"
"Harley-Davidson","Buell"
"Standard & Poor’s","Capital_IQ"
"Warner_Bros.","Castle_Rock_Entertainment"
"CD_Projekt_Investment","CD_Projekt"
"General_Motors","Chevrolet"
"Atlas_Copco","Chicago_Pneumatic"
"Hitachi","Clarion_(компания)"
"Embarcadero_Technologies","CodeGear"
"ТНТ","Comedy_Club_Production"
"Continental_AG","Continental_Automotive_GmbH"
"Atlas_Corporation","Convair"
"Уральская_Сталь","Corus"
"Renault","Dacia"
"PACCAR","DAF_Trucks"
"Tata_Motors","Daimler_Motor_Company"
"Toyota_Group","Denso"
"DEPA_(компания)","DESFA"
"Chrysler","DeSoto"
"Deutsche_Post_DHL","Deutsche_Post_AG"
"KfW","Deutsche_Post_DHL"
"The_Walt_Disney_Company","Disney_Television_Animation"
"Новолипецкий_металлургический_комбинат","Duferco"
"Electronic_Arts","EA_Black_Box"
"Electronic_Arts","EA_Digital_Illusions_CE"
"Anadolu Efes","Efes_Vitanta_Moldova_Brewery"
"Square_Enix","Eidos_Montreal"
"DC_Comics","Elseworlds"
"EMI","EMI_Music_Japan"
"E.ON","E.ON_Ruhrgas"
"Siemens","ETM_professional_control_GmbH"
"EADS","Eurocopter"
"Fiat_(компания)","Ferrari"
"FIAT_Group","Fiat"
"Bridgestone","Firestone"
"Ford","Ford_Otosan"
"News_Corporation","Fox_Searchlight_Pictures"
"Daimler_AG","Freightliner"
"Fujitsu","Fujitsu_Technology_Solutions"
"Palit","Gainward"
"General_Electric","GE_Transportation"
"Game_Factory_Interactive","GFI_Russia"
"General_Motors","GMC_(автомобильная_марка)"
"Warner_Music_Group","Grand_Hustle_Records"
"System_Capital_Management","HarvEast_Holding"
"Hasbro","Hasbro_Studios"
"Salesforce.com","Heroku"
"1907_год","Hillman_(автомобильная_марка)"
"1929_год","Hillman_(автомобильная_марка)"
"Toyota","Hino_Motors"
"Stichting_INGKA_Foundation","IKEA"
"Тонъиль_групп","Ilsung_Construction"
"Anheuser-Busch_InBev","InBev"
"The_Walt_Disney_Company","Industrial_Light_&_Magic"
"Northrop_Grumman_Ship_Systems","Ingalls_Shipbuilding"
"Fiat","Iveco"
"Tata_Motors","Jaguar"
"Agrokor","Jamnica"
"Japan_Tobacco","Japan_Tobacco_International"
"Sony_BMG","J_Records"
"Kyocera","KDDI"
"Самрук-Казына","KEGOC"
"Yum!_Brands","KFC"
"Коданся","King_Records"
"Viacom","Klasky_Csupo"
"Amaze_Entertainment","KnowWonder_Digital_Mediaworks"
"Konami","Kojima_Productions"
"Agrokor","Konzum"
"Тонъиль_групп","Korea_Titanium"
"Audi","Lamborghini"
"Tata_Motors","Land_Rover"
"SAIC_Motor","LDV_Group"
"Toyota","Lexus"
"LG_Group","LG_Display"
"LG_Group","LG_Electronics"
"Государственная_компания_почт_и_телекоммуникаций_(Ливия)","Libyana"
"Lietuvos_energija","Lietuvos_dujos"
"Lucasfilm","LucasArts_Entertainment"
"The_Walt_Disney_Company","Lucasfilm"
"FIAT_Group","Magneti_Marelli"
"Volkswagen (концерн)","MAN"
"Suzuki","Maruti_Suzuki_India_Ltd"
"The_Walt_Disney_Company","Marvel_Entertainment"
"Fiat_(компания)","Maserati"
"Lagardere","Matra"
"Rheinmetall","Mauser"
"Daimler_AG","Maybach"
"Heineken","MB_(пивоварня)"
"Anadolu_Efes","MB_(пивоварня)"
"McLaren_Group","McLaren"
"Daimler_AG","Mercedes-AMG_GmbH"
"Daimler_AG","Mercedes-Benz"
"SAIC_Motor","MG_Cars"
"Warner_Bros._Interactive_Entertainment","Midway_Games"
"Daimler","Mitsubishi_Fuso_Truck_and_Bus_Corporation"
"Eaton_Corporation","Moeller"
"Microsoft_Studios","Mojang_AB"
"Time_Warner","Monolith_Productions"
"Nintendo","Monolith_Soft"
"Google_Inc.","Motorola_Mobility"
"Carlsberg","Mythos_(пивоварня)"
"Bandai Namco Holdings","Namco"
"SAIC_Motor","Nanjing_Automobile"
"Китайская Народная Республика","Nanjing_Automobile"
"МегаФон","NetByNet"
"Warner_Bros._Interactive_Entertainment","NetherRealm_Studios"
"Foodstuffs","New_World_(супермаркет)"
"Beiersdorf_AG","Nivea"
"Nokia","Nokia_Solutions_and_Networks"
"Nordic_Yards","Nordic_Yards_Wismar"
"Accor","Novotel"
"General_Motors","Opel"
"Daimler_AG","Orion_International"
"Siemens","Osram"
"Foodstuffs","Pak’nSave"
"Asus","Pegatron"
"Luxottica","Persol"
"Тонъиль_групп","Pineridge_Resort"
"DuPont","Pioneer_Hi-Bred_International"
"Dubai_World","P&O_Ferries"
"Sony_Computer_Entertainment","Polyphony_Digital"
"Electronic_Arts","PopCap_Games"
"Porsche Automobil Holding","Porsche_Lizenz-_und_Handelsgesellschaft_mbH_&_Co._KG"
"Nokia","Qt_Development_Frameworks"
"Qualcomm","Qualcomm_Atheros"
"Rautaruukki","Rannila"
"Activision_Blizzard","Raven_Software"
"Luxottica_Group_S.p.A.","Ray-Ban"
"Adidas","Reebok"
"Amazon.com","Reflexive_Entertainment"
"News_Corporation","Regency_Enterprises"
"Sega","Relic_Entertainment"
"Renault","Renault_Nissan_(альянс)"
"Renault","Renault_Samsung_Motors"
"Volvo_Group","Renault_Trucks"
"Tencent","Riot_Games"
"Rio_Tinto","Rio_Tinto_Alcan"
"Take-Two_Interactive","Rockstar_Games"
"Rockstar_Games","Rockstar_Leeds"
"Ford_Motor_Company","Rover_Company"
"Activision","Rovio_Entertainment"
"Perfect_World","Runic_Games"
"SAFRAN","SAGEM"
"Sanoma","Sanoma_Independent_Media"
"General_Motors","Saturn_(компания)"
"Сбербанк_России","Sberbank_CIB"
"Volkswagen (концерн)","Scania"
"Volkswagen_(концерн)","SEAT"
"Monsanto_Company","Seminis"
"Укроборонпром","Изюмский_приборостроительный_завод"
"TV_Asahi","Shin-Ei_Animation"
"Activision","Sierra_Entertainment"
"Warner_Music_Group","Silent_Majority_Group"
"Carlsberg","Sinebrychoff"
"Daimler_AG","Smart_(автомобильная_марка)"
"Sony","Sony_Computer_Entertainment"
"Sony","Sony_Mobile_Communications"
"Вымпел-Коммуникации","Sotelco"
"Daimler_AG","Sterling_trucks"
"STX_Europe","STX_Finland"
"Tata_Motors","Tata_Daewoo_Commercial_Vehicle"
"Tata_Motors","Tata_Hispano"
"Tata_Group","Tata_Motors"
"Tata_Group","Tata_Tea_Limited"
"Lucasfilm","THX"
"Time_Warner","Time_Inc."
"Тонъиль_групп","Times_Aerospace_Korea"
"PostNL","TNT_Express"
"Sony_Pictures_Entertainment","TriStar_Pictures"
"Carlsberg","Tuborg"
"General_Electric","Tungsram"
"Microsoft Studios","Turn_10_Studios"
"Ubisoft","Ubisoft_Blue_Byte"
"Атомредметзолото","Uranium_One"
"Укртелеком","Utel_(Украина)"
"General_Motors","Vauxhall"
"JVC","Victor_Entertainment"
"Virgin_Group","Virgin_Trains"
"Volvo","Volvo_Construction_Equipment"
"Geely_Automobile","Volvo_Personvagnar"
"Time_Warner","Warner_Bros._Interactive_Entertainment"
"Warner_Bros.","Warner_Bros._Television"
"Warner_Bros.","Warner_Music_Group"
"Daimler","Western_Star"
"CCP_Games","White_Wolf_Publishing"
"BASF","Wintershall"
"Gaumont","Xilam"
"Яндекс","Yandex_Labs"
"МегаФон","Yota"
"Yota","Yota_Devices"
"Inditex","Zara"
"ZeniMax_Media","ZeniMax_Online_Studios"
"Русские_машины","Авиакор"
"НАМИ","Автополигон_НАМИ"
"АИЖК","Агентство_по_реструктуризации_ипотечных_жилищных_кредитов"
"Тонъиль_групп","Академия_балета_Юниверсал"
"Ренова","Акадо"
"Сибирский_деловой_союз","Алтайвагон"
"Казцинк","Алтынтау"
"ИСД","Алчевский_коксохимический_завод"
"Alliance_Oil","Альянс_(компания)"
"ЗИЛ","АМУР_(автозавод)"
"НПО_«Научный_центр»","Ангстрем_(компания)"
"Heineken","Ариана_(пивоварня)"
"Российские_железные_дороги","Аэроэкспресс"
"Ростех]","Балашихинский_литейно-механический_завод"
"Carlsberg","Балтика_(пивоваренная_компания)"
"British_American_Tobacco","БАТ-СТФ"
"Кузбассразрезуголь","Бачатский_угольный_разрез"
"Ростелеком","Башинформсвязь"
"РЖД","Башкортостанская_пригородная_пассажирская_компания"
"Система (компания)","Башнефть"
"Башнефть","БашНИПИнефть"
"Газпром","Брестгазоаппарат"
"АвтоВАЗ","Бронто"
"Русские_машины","Брянский_арсенал"
"Nordgold","Бурятзолото"
"Ростех]","Вазинтерсервис"
"Кузбассразрезуголь","Вахрушевский_угольный_разрез"
"Новолипецкий_металлургический_комбинат","ВИЗ-Сталь"
"PepsiCo","Вимм-Билль-Данн"
"Челябинский_тракторный_завод_—_Уралтрак","Витязь_(компания)"
"ЮКОС","Восточная_нефтяная_компания"
"2K_Games","2K_Czech"
"Take-Two_Interactive","2K_Games"
"2K_Games","2K_Play"
"2K_Games","2K_Sports"
"Hewlett-Packard","3Com"
"Seven_&_I_Holdings_Co.","7-Eleven"
"Activision","7_Studios"
"Sony_Computer_Entertainment","989_Studios"
"The_Walt_Disney_Company","ABC_Studios"
"Elsevier","Ablex_Publishing"
"Elsevier","Academic_Press"
"Sophos","ActiveState"
"Honda","Acura"
"Google","AdMob"
"Costa Crociere","AIDA_Cruises"
"Scottish_&_Southern_Energy","Airtricity"
"Finmeccanica","Alenia_Aeronautica"
"Amazon.com","Alexa_Internet"
"1999_год","Alexa_Internet"
"Imperial_Tobacco","Altadis"
"Alticor","Amway"
"Kadokawa_Group_Holdings","ASCII_Media_Works"
"Wal-Mart Stores","Asda"
"Pegatron","ASRock"
"Sega","Atlus"
"Volkswagen (концерн)","Audi"
"Novomatic_AG_Holding","Austrian_Gaming_Industries_GmbH"
"Disney_Interactive_Studios","Avalanche_Software"
"EADS","Avions_de_Transport_Regional"
"Swatch_Group","Balmain"
"Bandai","Banpresto"
"Bertelsmann","Barrie_&_Jenkins"
"Perseus_Books_Group","Basic_Books"
"Richemont","Baume_&_Mercier"
"Cartier","Baume_&_Mercier"
"Piaget","Baume_&_Mercier"
"Textron","Bell_Helicopter_Textron"
"Porsche Automobil Holding","Bertrandt"
"Bethesda_Softworks","Bethesda_Game_Studios"
"ZeniMax_Media","Bethesda_Softworks"
"Disney_Interactive_Studios","Black_Rock_Studio"
"Swatch_Group","Blancpain"
"20th_Century_Fox","Blue_Sky_Studios"
"Южная_Корея","Bobcat_Company"
"Roland_Corporation","Boss_Corporation"
"Google","Boston_Dynamics"
"Swatch_Group","Breguet"
"General_Motors","Buick"
"Carnival_Corporation_&_plc","Carnival_Cruise_Lines"
"CD_Projekt_Investment","CD_Projekt_RED"
"Royal_Caribbean_Cruises_Ltd.","Celebrity_Cruises"
"Bohemia_Interactive_Studio","Centauri_Production"
"Swatch_Group","Certina"
"Enix","Chunsoft"
"Perfetti_Van_Melle","Chupa_Chups"
"Bouygues","CiBy_2000"
"Swatch_Group","CK_Watch"
"Time_Warner","CNN"
"Sony_Pictures_Entertainment","Columbia_Pictures"
"Swatch_Group","Comadur"
"Louis_Delhaize_Group","Cora"
"Комитет_по_контролю_и_управлению_государственным_имуществом_Китая_(SASAC)","COSCO"
"Electronic_Arts","Criterion_Games"
"Square_Enix","Crystal_Dynamics"
"Carnival_plc","Cunard_Line"
"VIA_Technologies","Cyrix"
"Sumitomo_Chemical","Dainippon_Sumitomo_Pharma"
"Silver_Pictures","Dark_Castle_Entertainment"
"Universal_Music_Group","Deutsche_Grammophon"
"The_Weinstein_Company","Dimension_Films"
"Chrysler","Dodge"
"News_Corporation","Dow_Jones_&_Company"
"Dubai_World","DP_World"
"Audi","Ducati"
"Electronic_Arts","EA_Bright_Light"
"Газпром","Eesti_Gaas"
"Swatch_Group","Endura"
"Epic_Games","Epic_Games_Poland"
"Телебалт","Erisson"
"Swatch_Group","ETA_(фабрика)"
"Allianz_SE","Euler_Hermes"
"News_Corporation","Factiva"
"Warner_Bros.","First_National_Pictures"
"Mattel","Fisher-Price"
"Ford_Motor_Company_of_Australia","Ford_Performance_Vehicles"
"Продрайв","Ford_Performance_Vehicles"
"Kadokawa_Group_Holdings","Fujimi_Shobo"
"Best_Buy","Future_Shop"
"Sony","Gaikai"
"Goldman_Sachs","Gakken"
"IGN","GameSpy"
"Газпром","Gazprom_EP_International_B.V."
"Roche","Genentech"
"Krupp","Germaniawerft"
"Electronic_Arts","Ghost_Games"
"Warner_Music_Group","Giant_Records_(Warner)"
"Davide_Campari-Milano_S.p.A.","Gruppo_Campari"
"Swatch_Group","Hamilton"
"Palm (компания)","Handspring"
"Komatsu","Hanomag"
"Intel","Havok_(компания)"
"Lloyds_Banking_Group","HBOS"
"Hearst_Corporation","Hearst_Television"
"Blackstone_Group","Hilton_Worldwide"
"General_Motors","Holden"
"Carnival_Corporation_&_plc","Holland_America_Line"
"The_Walt_Disney_Company","Hollywood_Pictures"
"Bertelsmann","Hutchinson_(издательство)"
"Apple_Inc.","IAd"
"Marvel_Comics","Icon_Comics"
"ZeniMax_Media","Id_Software"
"Sega","Index_Corporation"
"Nissan_Motor","Infiniti"
"J.P._Morgan_&_Co.","International_Mercantile_Marine_Company"
"Universal_Music_Group","Interscope_Geffen_A&M"
"Ситроникс","Intracom_Telecom"
"2K_Games","Irrational_Games"
"Universal_Music_Group","Island_Def_Jam_Music_Group"
"Государственный совет Финляндии","Itella"
"Swatch_Group","Jaquet_Droz"
"Chrysler","Jeep"
"Kadokawa_Shoten","Kadokawa_Group_Holdings"
"SNCF","Keolis"
"Cryo_Interactive","Kheops_Studio"
"Kobe_Steel","Kobelco_Construction_Machinery"
"Komatsu","Komatsu_Manufacturing_Rus"
"Мобильные_ТелеСистемы","K-Telecom"
"Шериф_(холдинг)","KVINT"
"Fiat","Lancia"
"TeliaSonera_AB","Lattelecom"
"Swatch_Group","Lemania"
"Swatch_Group","Leon_Hatot"
"Sumitomo_Heavy_Industries","Link-Belt_Construction_Equipment"
"ПриватБанк","LiqPay"
"Swatch_Group","Longines"
"Warner_Bros.","Lorimar_Television"
"IBS Group","Luxoft"
"Nippon_Television","Madhouse"
"MiTAC","Magellan_Navigation"
"IG_Port","Mag_Garden"
"Marvel_Comics","Marvel_Comics_2"
"Louis_Delhaize_Group","Match_(сеть_супермаркетов)"
"Electronic_Arts","Maxis"
"BAE_Systems","MBDA"
"McDonald’s_Corporation","McDonald’s_на_Украине"
"Siemens","Mdexx_GmbH"
"Lenovo","Medion"
"MGM_Holdings","Metro-Goldwyn-Mayer"
"CD_Projekt_Investment","Metropolis_Software"
"Sumitomo_Corporation","Mezon_Stainless_Steel"
"Microsoft","Microsoft_Studios"
"Swatch_Group","Mido"
"Mozilla_Foundation","Mozilla_Messaging"
